date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:33:05	93672/93672	---MC-	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:04%20GMT	https://www.constantcontact.com/in/price-plans?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/in/price-plans2be1	(from https://www.constantcontact.com/website/builder)
01:33:05	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:05%20GMT	https://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about	(from https://www.constantcontact.com/website/builder)
01:33:05	0/-1	---M--	302	error ('')			http://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about.ba.delayed	(from https://www.constantcontact.com/website/builder)
01:33:05	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:05%20GMT	https://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about	(from https://www.constantcontact.com/website/builder)
01:33:06	563/563	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:03:06%20GMT	http://5053232.fls.doubleclick.net/activityi;src=5053232;type=sitev0;cat=www_c001;u1=%2Fwebsite%2Fbuilder;u4=undefined;u7=undefined;ord=1409694404;~oref=http%3A%2F%2Fwww.constantcontact.com%2Fwebsite%2Fbuilder%3Futm_source%3Dcustomersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact?	D:/My%20Web%20Sites/My/5053232.fls.doubleclick.net/activityi;src=5053232;type=sitev0;cat=www_c001;/website/builder;u4=undefined;u7=undefined;ord=140969440/www.constantcontact.com/website/builder_utm_source=customersites&utm_medium=banner&ut	(from https://www.googletagmanager.com/ns.html?id=GTM-M3V8Z7X)
01:33:06	42/42	---M--	302	error ('Found')	image/gif	date:Tue,%2007%20Jul%202020%2020:03:06%20GMT	http://www.googleadservices.com/pagead/conversion/730096433/?url=http%3A%2F%2Fwww.constantcontact.com%2Fwebsite%2Fbuilder%3Futm_source%3Dcustomersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact&guid=ON&script=0&data=	D:/My%20Web%20Sites/My/www.googleadservices.com/pagead/conversion/730096433/indexf85f.html	(from https://www.googletagmanager.com/ns.html?id=GTM-M3V8Z7X)
01:33:06	42/42	---M--	302	error ('Found')	image/gif	date:Tue,%2007%20Jul%202020%2020:03:06%20GMT	http://www.googleadservices.com/pagead/conversion/1070451224/?url=http%3A%2F%2Fwww.constantcontact.com%2Fwebsite%2Fbuilder%3Futm_source%3Dcustomersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact&guid=ON&script=0&data=	D:/My%20Web%20Sites/My/www.googleadservices.com/pagead/conversion/1070451224/indexf85f.html	(from https://www.googletagmanager.com/ns.html?id=GTM-M3V8Z7X)
01:33:06	671332/671332	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jun%202020%2020:07:16%20GMT	https://www.constantcontact.com/website/component---src-pages-seo-page-js-f04500a99e67b22f24ed.js	D:/My%20Web%20Sites/My/www.constantcontact.com/website/component---src-pages-seo-page-js-f04500a99e67b22f24ed.js	(from https://www.constantcontact.com/website/industry)
01:33:06	7058/7058	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202020%2020:07:34%20GMT	https://www.constantcontact.com/website/page-data/industry/page-data.json	D:/My%20Web%20Sites/My/www.constantcontact.com/website/page-data/industry/page-data.json	(from https://www.constantcontact.com/website/industry)
01:33:08	0/-1	---M--	301	error ('')			https://www.constantcontact.com/email-templates?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/email-templates.c02be1.delayed	(from https://www.constantcontact.com/website/industry)
01:33:11	68480/68480	---MC-	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:09%20GMT	https://www.constantcontact.com/in/email-marketing-features?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/in/email-marketing-features2be1	(from https://www.constantcontact.com/website/industry)
01:33:20	228057/228057	---M--	200	added ('OK')	image/jpeg	etag:%22d1daae6faf44224a8b08e5a45c3d2fb0%22	http://images.ctfassets.net/xjty7l4gkmjg/UhSJ1NSAE9zGcaFUzJYLq/b82699059ebe4615e7e7f364f08973a8/hero-desktop.jpg?w=1200&q=100	D:/My%20Web%20Sites/My/images.ctfassets.net/xjty7l4gkmjg/UhSJ1NSAE9zGcaFUzJYLq/b82699059ebe4615e7e7f364f08973a8/hero-desktopb5aa.jpg	(from https://www.constantcontact.com/website/industry)
01:33:20	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:12%20GMT	https://www.constantcontact.com/pricing?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/pricing2be1	(from https://www.constantcontact.com/website/industry)
01:33:20	93671/93671	---MC-	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:20%20GMT	https://www.constantcontact.com/in/price-plans?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/in/price-plans2be1	(from https://www.constantcontact.com/website/industry)
01:33:20	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:20%20GMT	https://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about	(from https://www.constantcontact.com/website/industry)
01:33:20	0/-1	---M--	302	error ('')			http://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about.c5.delayed	(from https://www.constantcontact.com/website/industry)
